period,respondent-name,type-name,value,value-units
2023-01-04T16,Florida Municipal Power Pool,Natural gas,1238,megawatthours
2023-01-04T16,Los Angeles Department of Water and Power,Coal,1208,megawatthours
2023-01-04T16,Public Service Company of New Mexico,Other,8,megawatthours
2023-01-04T16,New England,Coal,0,megawatthours
2023-01-04T16,New England,Hydro,931,megawatthours
2023-01-04T16,Duke Energy Progress West,Coal,0,megawatthours
2023-01-04T16,"Associated Electric Cooperative, Inc.",Wind,418,megawatthours
2023-01-04T16,Arizona Public Service Company,Coal,554,megawatthours
2023-01-04T16,"Gridforce Energy Management, LLC",Coal,646,megawatthours
2023-01-04T16,PacifiCorp West,Wind,6,megawatthours
2023-01-04T16,Mid-Atlantic,Petroleum,190,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Hydro,1365,megawatthours
2023-01-04T16,California,Coal,1212,megawatthours
2023-01-04T16,New York,Solar,0,megawatthours
2023-01-04T16,New York Independent System Operator,Hydro,3441,megawatthours
2023-01-04T16,California Independent System Operator,Other,571,megawatthours
2023-01-04T16,Duke Energy Carolinas,Other,12,megawatthours
2023-01-04T16,Nevada Power Company,Petroleum,0,megawatthours
2023-01-04T16,California,Natural gas,13657,megawatthours
2023-01-04T16,"Dominion Energy South Carolina, Inc.",Natural gas,1133,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Petroleum,-1,megawatthours
2023-01-04T16,Louisville Gas and Electric Company and Kentucky Utilities Company,Hydro,0,megawatthours
2023-01-04T16,South Carolina Public Service Authority,Hydro,2,megawatthours
2023-01-04T16,Tennessee Valley Authority,Coal,2189,megawatthours
2023-01-04T16,Northwest,Wind,6897,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Nuclear,4019,megawatthours
2023-01-04T16,Los Angeles Department of Water and Power,Hydro,0,megawatthours
2023-01-04T16,Southeastern Power Administration,Hydro,45,megawatthours
2023-01-04T16,Florida Power & Light Co.,Solar,1844,megawatthours
2023-01-04T16,Public Utility District No. 1 of Chelan County,Wind,1,megawatthours
2023-01-04T16,Tennessee,Other,19,megawatthours
2023-01-04T16,Avista Corporation,Solar,0,megawatthours
2023-01-04T16,Florida Municipal Power Pool,Nuclear,131,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Other,288,megawatthours
2023-01-04T16,Nevada Power Company,Nuclear,0,megawatthours
2023-01-04T16,Carolinas,Nuclear,11990,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Solar,0,megawatthours
2023-01-04T16,Idaho Power Company,Solar,9,megawatthours
2023-01-04T16,"City of Tacoma, Department of Public Utilities, Light Division",Hydro,494,megawatthours
2023-01-04T16,Texas,Coal,5066,megawatthours
2023-01-04T16,Florida Power & Light Co.,Natural gas,8314,megawatthours
2023-01-04T16,Tampa Electric Company,Solar,296,megawatthours
2023-01-04T16,JEA,Solar,9,megawatthours
2023-01-04T16,Balancing Authority of Northern California,Other,15,megawatthours
2023-01-04T16,PacifiCorp East,Natural gas,1435,megawatthours
2023-01-04T16,Nevada Power Company,Coal,169,megawatthours
2023-01-04T16,Imperial Irrigation District,Solar,20,megawatthours
2023-01-04T16,Central,Other,40,megawatthours
2023-01-04T16,Texas,Nuclear,5117,megawatthours
2023-01-04T16,Western Area Power Administration - Rocky Mountain Region,Natural gas,131,megawatthours
2023-01-04T16,Salt River Project Agricultural Improvement and Power District,Other,0,megawatthours
2023-01-04T16,California Independent System Operator,Petroleum,85,megawatthours
2023-01-04T16,United States Lower 48,Natural gas,169282,megawatthours
2023-01-04T16,PacifiCorp West,Natural gas,0,megawatthours
2023-01-04T16,Public Service Company of Colorado,Hydro,20,megawatthours
2023-01-04T16,Duke Energy Progress East,Nuclear,3631,megawatthours
2023-01-04T16,California,Solar,374,megawatthours
2023-01-04T16,Carolinas,Hydro,488,megawatthours
2023-01-04T16,Public Service Company of Colorado,Coal,1914,megawatthours
2023-01-04T16,Nevada Power Company,Hydro,0,megawatthours
2023-01-04T16,Southwest,Other,38,megawatthours
2023-01-04T16,Idaho Power Company,Other,56,megawatthours
2023-01-04T16,United States Lower 48,Wind,46251,megawatthours
2023-01-04T16,Carolinas,Coal,2881,megawatthours
2023-01-04T16,"Avangrid Renewables, LLC",Natural gas,436,megawatthours
2023-01-04T16,Southwest Power Pool,Other,40,megawatthours
2023-01-04T16,Southwestern Power Administration,Other,0,megawatthours
2023-01-04T16,Duke Energy Carolinas,Hydro,368,megawatthours
2023-01-04T16,"Electric Reliability Council of Texas, Inc.",Wind,12221,megawatthours
2023-01-04T16,"Duke Energy Florida, Inc.",Other,96,megawatthours
2023-01-04T16,ISO New England,Wind,100,megawatthours
2023-01-04T16,Tennessee Valley Authority,Hydro,2727,megawatthours
2023-01-04T16,Public Service Company of Colorado,Solar,424,megawatthours
2023-01-04T16,California Independent System Operator,Hydro,2400,megawatthours
2023-01-04T16,United States Lower 48,Hydro,33813,megawatthours
2023-01-04T16,Southwest,Natural gas,6471,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Coal,12905,megawatthours
2023-01-04T16,Southeast,Nuclear,5804,megawatthours
2023-01-04T16,Avista Corporation,Hydro,541,megawatthours
2023-01-04T16,Mid-Atlantic,Solar,843,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Coal,3353,megawatthours
2023-01-04T16,Bonneville Power Administration,Hydro,9441,megawatthours
2023-01-04T16,"Southern Company Services, Inc. - Trans",Hydro,1728,megawatthours
2023-01-04T16,Western Area Power Administration - Desert Southwest Region,Wind,2,megawatthours
2023-01-04T16,New York,Petroleum,676,megawatthours
2023-01-04T16,PacifiCorp East,Hydro,40,megawatthours
2023-01-04T16,Florida,Other,3331,megawatthours
2023-01-04T16,Southwestern Power Administration,Hydro,616,megawatthours
2023-01-04T16,Mid-Atlantic,Natural gas,38780,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Wind,11115,megawatthours
2023-01-04T16,Nevada Power Company,Solar,36,megawatthours
2023-01-04T16,Florida Power & Light Co.,Petroleum,0,megawatthours
2023-01-04T16,Carolinas,Natural gas,5816,megawatthours
2023-01-04T16,New York,Natural gas,6479,megawatthours
2023-01-04T16,Florida,Petroleum,40,megawatthours
2023-01-04T16,United States Lower 48,Other,9691,megawatthours
2023-01-04T16,"Puget Sound Energy, Inc.",Wind,84,megawatthours
2023-01-04T16,United States Lower 48,Solar,14497,megawatthours
2023-01-04T16,Tucson Electric Power,Other,0,megawatthours
2023-01-04T16,Tucson Electric Power,Natural gas,347,megawatthours
2023-01-04T16,Bonneville Power Administration,Other,153,megawatthours
2023-01-04T16,"Alcoa Power Generating, Inc. - Yadkin Division",Hydro,26,megawatthours
2023-01-04T16,Arizona Public Service Company,Natural gas,1678,megawatthours
2023-01-04T16,Western Area Power Administration - Upper Great Plains West,Hydro,82,megawatthours
2023-01-04T16,Tampa Electric Company,Petroleum,0,megawatthours
2023-01-04T16,Carolinas,Other,1273,megawatthours
2023-01-04T16,"Midcontinent Independent System Operator, Inc.",Hydro,1017,megawatthours
2023-01-04T16,New York,Hydro,3441,megawatthours
2023-01-04T16,Florida Municipal Power Pool,Solar,73,megawatthours
2023-01-04T16,Duke Energy Progress West,Natural gas,343,megawatthours
2023-01-04T16,New England,Wind,100,megawatthours
2023-01-04T16,Balancing Authority of Northern California,Natural gas,857,megawatthours
2023-01-04T16,New England,Solar,87,megawatthours
2023-01-04T16,South Carolina Public Service Authority,Natural gas,703,megawatthours
2023-01-04T16,"Gridforce Energy Management, LLC",Natural gas,1192,megawatthours
2023-01-04T16,California Independent System Operator,Coal,4,megawatthours
2023-01-04T16,Turlock Irrigation District,Natural gas,180,megawatthours
2023-01-04T16,Southwest Power Pool,Petroleum,0,megawatthours
2023-01-04T16,Carolinas,Solar,791,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Other,912,megawatthours
2023-01-04T16,"Associated Electric Cooperative, Inc.",Natural gas,1234,megawatthours
2023-01-04T16,"Gridforce Energy Management, LLC",Solar,9,megawatthours
2023-01-04T16,"PJM Interconnection, LLC",Nuclear,33870,megawatthours
2023-01-04T16,"NaturEner Wind Watch, LLC",Wind,167,megawatthours
2023-01-04T15,PacifiCorp East,Wind,1886,megawatthours
2023-01-04T15,"PJM Interconnection, LLC",Wind,2360,megawatthours
2023-01-04T15,Florida Power & Light Co.,Petroleum,0,megawatthours
2023-01-04T15,New York,Hydro,3410,megawatthours
2023-01-04T15,Balancing Authority of Northern California,Other,18,megawatthours
2023-01-04T15,Tennessee Valley Authority,Petroleum,0,megawatthours
2023-01-04T15,"Duke Energy Florida, Inc.",Petroleum,0,megawatthours
2023-01-04T15,JEA,Other,4,megawatthours
2023-01-04T15,Bonneville Power Administration,Natural gas,642,megawatthours
2023-01-04T15,"Arlington Valley, LLC",Natural gas,500,megawatthours
2023-01-04T15,Duke Energy Progress West,Other,178,megawatthours
2023-01-04T15,Northwest,Hydro,15478,megawatthours
2023-01-04T15,"Electric Reliability Council of Texas, Inc.",Nuclear,5117,megawatthours
2023-01-04T15,"Griffith Energy, LLC",Natural gas,226,megawatthours
2023-01-04T15,JEA,Natural gas,395,megawatthours
2023-01-04T15,Imperial Irrigation District,Solar,0,megawatthours
2023-01-04T15,Southwest,Hydro,381,megawatthours
2023-01-04T15,New York,Coal,0,megawatthours
2023-01-04T15,Duke Energy Carolinas,Other,11,megawatthours
2023-01-04T15,"Electric Reliability Council of Texas, Inc.",Natural gas,16578,megawatthours
2023-01-04T15,New England,Solar,54,megawatthours
2023-01-04T15,Southwest,Solar,48,megawatthours
2023-01-04T15,Salt River Project Agricultural Improvement and Power District,Wind,0,megawatthours
2023-01-04T15,"Public Utility District No. 2 of Grant County, Washington",Hydro,1091,megawatthours
2023-01-04T15,Salt River Project Agricultural Improvement and Power District,Other,0,megawatthours
2023-01-04T15,Tennessee,Hydro,2694,megawatthours
2023-01-04T15,Tennessee Valley Authority,Solar,310,megawatthours
2023-01-04T15,ISO New England,Other,577,megawatthours
2023-01-04T15,Duke Energy Progress West,Coal,0,megawatthours
2023-01-04T15,Arizona Public Service Company,Coal,471,megawatthours
2023-01-04T15,"Midcontinent Independent System Operator, Inc.",Other,643,megawatthours
2023-01-04T15,"Puget Sound Energy, Inc.",Wind,76,megawatthours
2023-01-04T15,PacifiCorp East,Coal,3674,megawatthours
2023-01-04T15,Texas,Coal,5849,megawatthours
2023-01-04T15,"NaturEner Wind Watch, LLC",Wind,169,megawatthours
2023-01-04T15,Bonneville Power Administration,Hydro,8722,megawatthours
2023-01-04T15,Southwest Power Pool,Wind,10407,megawatthours
2023-01-04T15,Central,Solar,21,megawatthours
2023-01-04T15,Florida,Other,3298,megawatthours
2023-01-04T15,Tucson Electric Power,Wind,220,megawatthours
2023-01-04T15,New England,Petroleum,0,megawatthours
2023-01-04T15,Bonneville Power Administration,Nuclear,1165,megawatthours
2023-01-04T15,Duke Energy Progress West,Solar,8,megawatthours
2023-01-04T15,California Independent System Operator,Solar,-30,megawatthours
2023-01-04T15,Gainesville Regional Utilities,Coal,0,megawatthours
2023-01-04T15,South Carolina Public Service Authority,Other,72,megawatthours
2023-01-04T15,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-04T15,JEA,Solar,9,megawatthours
2023-01-04T15,Southwest Power Pool,Hydro,995,megawatthours
2023-01-04T15,Public Service Company of New Mexico,Natural gas,627,megawatthours
2023-01-04T15,Bonneville Power Administration,Wind,56,megawatthours
2023-01-04T15,Tennessee Valley Authority,Coal,2202,megawatthours
2023-01-04T15,"Midcontinent Independent System Operator, Inc.",Wind,10488,megawatthours
2023-01-04T15,New England,Coal,0,megawatthours
2023-01-04T15,"Dominion Energy South Carolina, Inc.",Nuclear,990,megawatthours
2023-01-04T15,New England,Other,577,megawatthours
2023-01-04T15,Tennessee,Petroleum,0,megawatthours
2023-01-04T15,Nevada Power Company,Coal,165,megawatthours
2023-01-04T15,Carolinas,Natural gas,5812,megawatthours
2023-01-04T15,"PJM Interconnection, LLC",Nuclear,33892,megawatthours
2023-01-04T15,Los Angeles Department of Water and Power,Other,155,megawatthours
2023-01-04T15,Florida Municipal Power Pool,Coal,440,megawatthours
2023-01-04T15,Midwest,Wind,10891,megawatthours
2023-01-04T15,Central,Coal,10536,megawatthours
2023-01-04T15,Louisville Gas and Electric Company and Kentucky Utilities Company,Hydro,0,megawatthours
2023-01-04T15,Tampa Electric Company,Coal,430,megawatthours
2023-01-04T15,Arizona Public Service Company,Natural gas,1733,megawatthours
2023-01-04T15,Florida,Hydro,35,megawatthours
2023-01-04T15,Imperial Irrigation District,Other,457,megawatthours
2023-01-04T15,"Dominion Energy South Carolina, Inc.",Coal,394,megawatthours
2023-01-04T15,"Southern Company Services, Inc. - Trans",Other,276,megawatthours
2023-01-04T15,NorthWestern Corporation,Wind,379,megawatthours
2023-01-04T15,Public Service Company of New Mexico,Solar,19,megawatthours
2023-01-04T15,United States Lower 48,Hydro,32918,megawatthours
2023-01-04T15,PacifiCorp East,Solar,1,megawatthours
2023-01-04T15,Southeast,Petroleum,0,megawatthours
2023-01-04T15,El Paso Electric Company,Solar,12,megawatthours
2023-01-04T15,Southeast,Wind,0,megawatthours
2023-01-04T15,PUD No. 1 of Douglas County,Hydro,527,megawatthours
2023-01-04T15,Southwest Power Pool,Solar,21,megawatthours
2023-01-04T15,"PJM Interconnection, LLC",Hydro,1567,megawatthours
2023-01-04T15,Los Angeles Department of Water and Power,Wind,36,megawatthours
2023-01-04T15,"Midcontinent Independent System Operator, Inc.",Solar,389,megawatthours
2023-01-04T15,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,2865,megawatthours
2023-01-04T15,"Midcontinent Independent System Operator, Inc.",Hydro,1012,megawatthours
2023-01-04T15,Southeast,Natural gas,12585,megawatthours
2023-01-04T15,ISO New England,Petroleum,0,megawatthours
2023-01-04T15,"Puget Sound Energy, Inc.",Solar,0,megawatthours
2023-01-04T15,New York,Petroleum,680,megawatthours
2023-01-04T15,Public Service Company of New Mexico,Other,8,megawatthours
2023-01-04T15,ISO New England,Natural gas,6148,megawatthours
2023-01-04T15,"Dominion Energy South Carolina, Inc.",Solar,85,megawatthours
2023-01-04T15,NorthWestern Corporation,Solar,0,megawatthours
2023-01-04T15,Southeastern Power Administration,Hydro,45,megawatthours
2023-01-04T15,South Carolina Public Service Authority,Hydro,0,megawatthours
2023-01-04T15,Duke Energy Carolinas,Hydro,390,megawatthours
2023-01-04T15,"Associated Electric Cooperative, Inc.",Natural gas,1362,megawatthours
2023-01-04T15,Western Area Power Administration - Desert Southwest Region,Natural gas,232,megawatthours
2023-01-04T15,Tennessee Valley Authority,Other,20,megawatthours
2023-01-04T15,Southwest,Coal,1927,megawatthours
2023-01-04T15,California,Solar,-30,megawatthours
2023-01-04T15,Southwest,Wind,1987,megawatthours
2023-01-04T15,Texas,Wind,13702,megawatthours
2023-01-04T15,California Independent System Operator,Nuclear,2249,megawatthours
2023-01-04T15,Duke Energy Carolinas,Solar,12,megawatthours
2023-01-04T15,South Carolina Public Service Authority,Petroleum,0,megawatthours
2023-01-04T15,Duke Energy Carolinas,Nuclear,7358,megawatthours
2023-01-04T15,Public Utility District No. 1 of Chelan County,Hydro,851,megawatthours
2023-01-04T15,Avista Corporation,Solar,0,megawatthours
2023-01-04T15,California Independent System Operator,Petroleum,85,megawatthours
2023-01-04T15,JEA,Coal,503,megawatthours
2023-01-04T15,Public Service Company of Colorado,Wind,2202,megawatthours
2023-01-04T15,Southwest,Other,35,megawatthours
2023-01-04T15,United States Lower 48,Other,9316,megawatthours
2023-01-04T15,New York Independent System Operator,Wind,153,megawatthours
2023-01-04T15,"Southern Company Services, Inc. - Trans",Nuclear,5797,megawatthours
2023-01-04T15,New York Independent System Operator,Solar,0,megawatthours
2023-01-04T15,"Southern Company Services, Inc. - Trans",Natural gas,12585,megawatthours
2023-01-04T15,Southwest,Nuclear,4021,megawatthours
2023-01-04T15,"New Harquahala Generating Company, LLC",Natural gas,-2,megawatthours
2023-01-04T15,Public Utility District No. 1 of Chelan County,Wind,0,megawatthours
2023-01-04T15,Western Area Power Administration - Rocky Mountain Region,Natural gas,133,megawatthours
2023-01-04T15,Duke Energy Carolinas,Natural gas,2030,megawatthours
2023-01-04T15,Midwest,Hydro,1012,megawatthours
2023-01-04T15,Southeast,Hydro,1761,megawatthours
2023-01-04T15,Tennessee,Nuclear,8379,megawatthours
2023-01-04T15,Duke Energy Progress West,Hydro,38,megawatthours
2023-01-04T15,Public Service Company of Colorado,Solar,44,megawatthours
2023-01-04T15,Avista Corporation,Other,118,megawatthours
