Year Type,Year,Organization Group Code,Organization Group,Department,Job Family,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,1997,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,103844.71,53784.06,16306.42,173935.19,23613.66,14051.52,2766.1,40431.28,214366.47
Fiscal,2011,4,Community Health,DPH Public Health,Management,Manager VI,173934.28,0,0,173934.28,30803.73,12828.16,9991.8,53623.69,227557.97
Fiscal,1992,4,Community Health,DPH Public Health,Management,Manager VI,173934.21,0,0,173934.21,30803.65,12828.16,10089.37,53721.18,227655.39
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,"Insp, Fire Dept",134989.2,30838.12,8099.35,173926.67,30706.9,12501.45,2938.01,46146.36,220073.03
Fiscal,2006,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,117194.87,41488,15243.62,173926.49,22524.91,16930.04,2924.74,42379.69,216306.18
Fiscal,1996,3,Human Welfare & Neighborhood Development,HRC Human Rights Commission,Management,Dept Head II,173923.56,0,0,173923.56,38158.85,12043.73,18525.3,68727.88,242651.44
Fiscal,2002,1,Public Protection,POL Police,Police Services,Sergeant 3,137982.16,12293.22,23635.48,173910.86,28204.55,12468.77,2869.99,43543.31,217454.17
Fiscal,2007,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.73,40877.75,20329.16,173910.64,27749.44,15231.67,2877.88,45858.99,219769.63
Fiscal,2017,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.73,49304.37,11897.56,173905.66,24333.87,15250.26,2792.2,42376.33,216281.99
Fiscal,2009,1,Public Protection,POL Police,Police Services,Police Officer 3,118440.72,42523.55,12935.35,173899.62,25592.59,12405.66,2929.25,40927.5,214827.12
Fiscal,2008,1,Public Protection,DEM Emergency Management,Protection & Apprehension,Public Safetycomm Supv,111650.31,55736.81,6508.31,173895.43,21079.73,13739.17,10638.66,45457.56,219352.99
Fiscal,2008,4,Community Health,DPH Public Health,Nursing,Anesthetist,164867.15,4265.87,4751.1,173884.12,30062.84,8201.44,8752.46,47016.74,220900.86
Fiscal,1992,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Board Scty, MTA",173883.67,0,0,173883.67,36202.53,12543.7,17730.02,66476.25,240359.92
Fiscal,2005,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,156341.52,1579.35,15956.82,173877.69,37330.17,12192.81,11355.58,60878.56,234756.25
Fiscal,1998,1,Public Protection,POL Police,Police Services,Police Officer 3,118898.16,38253.5,16725.91,173877.57,25691.53,12453.56,2891.21,41036.3,214913.87
Fiscal,1992,1,Public Protection,POL Police,Police Services,Sergeant 3,143418.17,16853.76,13604.86,173876.79,25964.35,13075.39,2920.71,41960.45,215837.24
Fiscal,2003,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Manager VI,173874,0,0,173874,30793.02,12828.15,12552.59,56173.76,230047.76
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,116099.5,44138,13636.17,173873.67,21449.97,16771.81,2906.63,41128.41,215002.08
Fiscal,2016,6,General Administration & Finance,DT GSA - Technology,Management,Dep Dir III,173871.67,0,0,173871.67,36200.11,11749.41,13828.89,61778.41,235650.08
Fiscal,2005,4,Community Health,DPH Public Health,Nursing,Registered Nurse,133792.99,26633.19,13439.37,173865.55,25780.3,13103.68,10596.15,49480.13,223345.68
Fiscal,2017,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,125323.16,22285.11,26249.69,173857.96,25711.86,14358.88,2873.3,42944.04,216802
Fiscal,1995,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172919.9,0,937,173856.9,30790.05,12852.83,10622.54,54265.42,228122.32
Fiscal,2016,1,Public Protection,POL Police,Police Services,Inspector 3,143893.08,17810.09,12152.63,173855.8,29991.26,12522.72,363.1,42877.08,216732.88
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VII, MTA",173855.52,0,0,173855.52,31519.95,13175.97,18800.46,63496.38,237351.9
Fiscal,2003,4,Community Health,DPH Public Health,Nursing,Clinical Nurse Specialist,173599.56,0,250,173849.56,31473.55,13050.25,11552.47,56076.27,229925.83
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Registered Nurse,138192.8,118.69,35534.86,173846.35,37561.26,12468.77,1648.65,51678.68,225525.03
Fiscal,1995,2,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,Management,Manager VII,173839.84,0,0,173839.84,36280.93,12468.77,14966.23,63715.93,237555.77
Fiscal,2017,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VI, MTA",173831.95,0,0,173831.95,30857.88,13765.54,18568.8,63192.22,237024.17
Fiscal,1997,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Professional Engineering,Eng/Arch/Landscape Arch Sr,166700.74,0,7129.5,173830.24,30854.85,13765.54,11081.1,55701.49,229531.73
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,116099.52,38223.18,19495.97,173818.67,22543.58,16771.81,2958.9,42274.29,216092.96
Fiscal,2015,2,"Public Works, Transportation & Commerce",WTR Water Enterprise,Journeyman Trade,Utility Plumber,103296.5,56851.38,13666.58,173814.46,19232.85,13176.02,13338.26,45747.13,219561.59
Fiscal,2015,1,Public Protection,POL Police,Police Services,Police Officer 2,112660.5,41252.85,19901,173814.35,23053.5,12049.15,2883.59,37986.24,211800.59
Fiscal,1993,1,Public Protection,POL Police,Police Services,Sergeant 3,138057.7,25608.39,10142.79,173808.88,24595.22,12828.16,2940.31,40363.69,214172.57
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",134559.02,21684.7,17564.29,173808.01,26941.06,14580.92,2912.41,44434.39,218242.4
Fiscal,2011,1,Public Protection,POL Police,Police Services,Police Officer 3,127751.27,36715.9,9340.09,173807.26,26126.52,12528.71,2861.56,41516.79,215324.05
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Emergency Med Svcs",157491.61,0,16314.48,173806.09,29857.17,13765.54,964.56,44587.27,218393.36
Fiscal,2012,4,Community Health,DPH Public Health,Nursing,Registered Nurse,138242.2,163.45,35398.51,173804.16,28281.27,12097.6,10046.84,50425.71,224229.87
Fiscal,2014,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,158919.5,0,14880,173799.5,34867.03,10010.74,11106.49,55984.26,229783.76
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,36585.03,24323.37,173798.23,22521.4,15715.72,2861.42,41098.54,214896.77
Fiscal,1992,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VI, MTA",173794.12,0,0,173794.12,30848.37,13765.55,26700.42,71314.34,245108.46
Fiscal,2014,4,Community Health,DPH Public Health,Nursing,Registered Nurse,123152.57,6933.5,43702.5,173788.57,22962.35,12234.99,10572.37,45769.71,219558.28
Fiscal,2009,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Protection & Apprehension,Senior Parking Control Officer,168762.36,3280,1746.15,173788.51,32828.13,12238.21,12693.32,57759.66,231548.17
Fiscal,2005,1,Public Protection,POL Police,Police Services,Police Officer 3,120671.67,50036.83,3079.51,173788.01,21443.92,13138.25,2979.35,37561.52,211349.53
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,111640.53,41562.52,20577.09,173780.14,27973.05,15087.97,2900.77,45961.79,219741.93
Fiscal,2014,1,Public Protection,POL Police,Police Services,Sergeant 3,147007.25,6285.01,20487.81,173780.07,26023.08,13778.73,2899.53,42701.34,216481.41
Fiscal,2011,1,Public Protection,POL Police,Police Services,Police Officer 3,123980.78,40938.93,8855.9,173775.61,21541.22,13778.73,2953.03,38272.98,212048.59
Fiscal,1993,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,103224.06,57571.7,12975.37,173771.13,21503.31,12516.72,2848.98,36869.01,210640.14
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,39638.58,20299.24,173764.86,23003.58,15992.21,2939.2,41934.99,215699.85
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",163928.51,0,9835.71,173764.22,30773.64,9127.73,2802.12,42703.49,216467.71
Fiscal,2006,1,Public Protection,POL Police,Police Services,Police Officer 3,89980.16,10478.41,73301.38,173759.95,16530.6,10073.63,279.42,26883.65,200643.6
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 3,120041.4,33130.11,20586.13,173757.64,24560.56,12588.66,2875.34,40024.56,213782.2
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VIII, MTA",173748.86,0,0,173748.86,36174.61,12462.78,14468.34,63105.73,236854.59
Fiscal,1998,1,Public Protection,POL Police,Police Services,Sergeant 3,144395.04,8582.74,20758.49,173736.27,25717.75,12778.82,2837.1,41333.67,215069.94
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132930,0,40801.9,173731.9,25048.58,13201.12,2936.96,41186.66,214918.56
Fiscal,2015,1,Public Protection,POL Police,Police Services,Lieutenant 3,163072.63,71.97,10586.85,173731.45,28353.13,13772.14,2904.66,45029.93,218761.38
Fiscal,1996,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,104691.4,50748.32,18290.09,173729.81,31781.81,13722.03,2609.59,48113.43,221843.24
Fiscal,1992,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,Electronic Maintenance Tech,101476.8,55055.17,17194.77,173726.74,19770.03,12877.51,10260.94,42908.48,216635.22
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.79,40839.78,19995.63,173725.2,22560.49,15715.72,2882.56,41158.77,214883.97
Fiscal,1998,2,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,Management,Manager VII,173725.02,0,0,173725.02,30766.8,12791.16,9767.63,53325.59,227050.61
Fiscal,2010,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.06,0,1136.2,173724.26,30766.56,12828.16,10646.19,54240.91,227965.17
Fiscal,2015,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.05,0,1136.2,173724.25,30766.55,12828.16,10626.25,54220.96,227945.21
Fiscal,2004,6,General Administration & Finance,TTX Treasurer/Tax Collector,Revenue,Treasurer,173722.64,0,0,173722.64,36169.11,12516.72,17265.24,65951.07,239673.71
Fiscal,1993,1,Public Protection,POL Police,Police Services,Sergeant 3,138512.74,24207.77,11001.39,173721.9,30496.02,12501.46,2934.53,45932.01,219653.91
Fiscal,2002,1,Public Protection,POL Police,Police Services,Lieutenant 3,159760.31,13128.06,830.47,173718.84,32629.17,12423.81,2885.56,47938.54,221657.38
Fiscal,2014,1,Public Protection,POL Police,Police Services,Lieutenant 3,158218.21,5007.05,10490.71,173715.97,32960.2,12516.72,2870.26,48347.18,222063.15
Fiscal,2016,1,Public Protection,POL Police,Police Services,Sergeant 3,138579.07,20583.28,14547.22,173709.57,29915.79,12507.43,2896.54,45319.76,219029.33
Fiscal,2008,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Management,Dep Dir III,173707.73,0,0,173707.73,38111.47,12501.45,18481.51,69094.43,242802.16
Fiscal,2011,1,Public Protection,POL Police,Police Services,Sergeant 3,142568.51,11888.63,19248.01,173705.15,24749.32,13753.94,2881.91,41385.17,215090.32
Fiscal,2004,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,154085.25,10374.23,9245.12,173704.6,29775.19,13778.73,2868.63,46422.55,220127.15
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 3,118326.51,39958.43,15413.99,173698.93,25568,12393.69,2910.05,40871.74,214570.67
Fiscal,2002,4,Community Health,DPH Public Health,Management,Dep Dir III,173695.89,0,0,173695.89,30831.02,13765.55,19843.86,64440.43,238136.32
Fiscal,2005,1,Public Protection,POL Police,Police Services,Sergeant 3,138977.08,12734.73,21981.45,173693.26,30001.71,12543.36,2874.19,45419.26,219112.52
Fiscal,2010,1,Public Protection,POL Police,Police Services,Lieutenant 3,158226.45,2912.61,12551.07,173690.13,32556.39,12504.74,2888.43,47949.56,221639.69
Fiscal,2013,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,162831.2,9021.24,1832.98,173685.42,29666.72,13224.69,11356.54,54247.95,227933.37
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112982.85,40067.32,20632.84,173683.01,23130.41,15567.7,2707.41,41405.52,215088.53
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Registered Nurse,152810.3,0,20870.51,173680.81,30562.78,13175.97,10217.19,53955.94,227636.75
Fiscal,2002,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172525.81,0,1136.2,173662.01,30755.53,12823.53,10597.35,54176.41,227838.42
Fiscal,1997,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,Electronic Maintenance Tech,115575.3,37089.9,20987.35,173652.55,29293.25,12501.45,10377.84,52172.54,225825.09
Fiscal,2012,1,Public Protection,FIR Fire Department,Public Safety Inspection,Fire Safety Inspector 2,135118.5,30426.9,8107.11,173652.51,31423.68,12513.43,10392.42,54329.53,227982.04
Fiscal,2016,1,Public Protection,POL Police,Police Services,Police Officer 3,124129.96,35175.71,14337.76,173643.43,22128.82,12846.67,2934.67,37910.16,211553.59
Fiscal,2013,1,Public Protection,POL Police,Police Services,Sergeant 3,144862,12386.62,16392.38,173641,25713.61,13138.25,2971.54,41823.4,215464.4
Fiscal,2001,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132196.48,24937.13,16499.06,173632.67,30149.63,15394.13,2637.15,48180.91,221813.58
Fiscal,2015,6,General Administration & Finance,TTX Treasurer/Tax Collector,Management,Manager V,173632.13,0,0,173632.13,30819.76,13765.55,18523.8,63109.11,236741.24
Fiscal,2014,1,Public Protection,POL Police,Police Services,Sergeant 2,135251.42,27803.72,10574.78,173629.92,24097.96,12803.48,2858.87,39760.31,213390.23
Fiscal,2010,1,Public Protection,POL Police,Police Services,Sergeant 3,138454.01,8468.4,26705.71,173628.12,28302.02,12468.75,2805.02,43575.79,217203.91
Fiscal,2003,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Assoc Engineer,173627.44,0,0,173627.44,38093.92,12447.59,11708.49,62250,235877.44
Fiscal,1992,1,Public Protection,FIR Fire Department,Fire Services,"Lieut,Fire Prev",149791.93,12559.99,11269.05,173620.97,27885.58,12723.9,2969.07,43578.55,217199.52
Fiscal,2011,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Supervisory-Labor & Trade,Auto Body & Fender Wrk Sprv 1,110502.82,37786.39,25318.78,173607.99,23745.05,13175.97,10894.47,47815.49,221423.48
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.82,34835.01,25882.68,173607.51,22891.82,15715.72,2805.46,41413,215020.51
Fiscal,1998,4,Community Health,DPH Public Health,Nursing,Registered Nurse,135424.32,118.69,38055.89,173598.9,37325.38,12219.27,3731.97,53276.62,226875.52
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113953.08,40629.77,19010.95,173593.8,22703.7,15863.73,2792.05,41359.48,214953.28
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Fire Suppression",151145.07,12677.23,9765.6,173587.9,28277.65,15841.34,2951.17,47070.16,220658.06
Fiscal,2011,1,Public Protection,POL Police,Police Services,Lieutenant 3,163150.77,1614.91,8820.1,173585.78,28302.01,13778.73,370.99,42451.73,216037.51
Fiscal,2008,3,Human Welfare & Neighborhood Development,ENV Environment,Management,Dept Head II,173579.74,0,0,173579.74,30740.89,12828.16,18054.08,61623.13,235202.87
Fiscal,1999,6,General Administration & Finance,ASR Assessor / Recorder,Management,Dep Dir III,173579.48,0,0,173579.48,38083.32,12501.46,22758.18,73342.96,246922.44
Fiscal,1997,1,Public Protection,POL Police,Police Services,Police Officer 3,97639.41,51961.17,23978.27,173578.85,17349.67,10510.61,2897.14,30757.42,204336.27
Fiscal,2016,1,Public Protection,POL Police,Police Services,Police Officer 3,121956.15,13280.07,38341.85,173578.07,21190.48,13653.47,2919.75,37763.7,211341.77
Fiscal,1997,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,38413.06,21337.29,173577.39,23003.57,15992.21,2931.38,41927.16,215504.55
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,131535.68,34144.43,7892.21,173572.32,24608.96,15992.21,2640.79,43241.96,216814.28
Fiscal,2012,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172125.63,0,1437.5,173563.13,38079.72,12357.77,13498.06,63935.55,237498.68
Fiscal,2010,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172122.91,0,1437.5,173560.41,38079.13,0,11192.81,49271.94,222832.35
Fiscal,2017,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,117194.84,28530.33,27833.12,173558.29,24715.24,16930.04,2954.43,44599.71,218158
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Clinical Nurse Specialist,173303.3,0,250,173553.3,39209.5,12501.45,10880.98,62591.93,236145.23
Fiscal,1997,2,"Public Works, Transportation & Commerce",PRT Port,Management,Dep Dir III,173553.02,0,0,173553.02,36271.44,12516.72,16005.77,64793.93,238346.95
Fiscal,1992,1,Public Protection,POL Police,Police Services,Police Officer 3,122957.1,41497.24,9096.9,173551.24,21364.42,13765.55,2893.62,38023.59,211574.83
Fiscal,2016,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,172224,0,1325,173549,35023.86,12828.16,10504.32,58356.34,231905.34
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,173297.54,0,250,173547.54,39208.78,12495.53,10884.81,62589.12,236136.66
Fiscal,2006,4,Community Health,DPH Public Health,Construction Project Mgmt,Project Manager 3,173546.85,0,0,173546.85,30735.22,12828.16,10613.08,54176.46,227723.31
Fiscal,2005,6,General Administration & Finance,HRD Human Resources,Management,Dep Dir III,173542.68,0,0,173542.68,31463.23,13175.97,30506.57,75145.77,248688.45
